Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,First Purchase Date,Cohort Month,Churned Flag
138,Male,34,Los Angeles,Silver,4714.72,154,4.1,FALSE,13,Neutral,23-04-2025,2025-04,FALSE
139,Female,43,Chicago,Bronze,2355.09,58,3.3,TRUE,548,Unsatisfied,12-11-2024,2024-11,TRUE
140,Male,30,San Francisco,Gold,4238.49,130,4.8,FALSE,18,Satisfied,10-07-2025,2025-07,FALSE
141,Male,27,Miami,Silver,3400.35,81,4,TRUE,361,Unsatisfied,14-03-2025,2025-03,TRUE
142,Female,37,Houston,Bronze,837.27,34,3.1,FALSE,5,Neutral,09-01-2026,2026-01,FALSE
143,Female,31,New York,Gold,3367.56,110,4.5,TRUE,1,Satisfied,10-08-2025,2025-08,FALSE
144,Male,35,Los Angeles,Silver,3637.56,111,4.3,FALSE,86,Neutral,07-01-2025,2025-01,FALSE
145,Female,41,Chicago,Bronze,1262.54,24,3.6,TRUE,31,Unsatisfied,17-01-2026,2026-01,FALSE
146,Male,28,San Francisco,Gold,2875.3,87,4.9,FALSE,10,Satisfied,23-12-2025,2025-12,FALSE
147,Male,32,Miami,Silver,612.07,13,3.8,TRUE,512,Unsatisfied,19-02-2025,2025-02,TRUE
148,Female,36,Houston,Bronze,1947.37,72,3,FALSE,0,Neutral,04-12-2024,2024-12,FALSE
149,Female,30,New York,Gold,4400.17,141,4.7,TRUE,6,Satisfied,26-07-2025,2025-07,FALSE
150,Male,34,Los Angeles,Silver,4186.21,125,4,FALSE,348,Neutral,01-10-2024,2024-10,TRUE
151,Female,43,Chicago,Bronze,2011.78,49,3.3,TRUE,393,Unsatisfied,21-11-2024,2024-11,TRUE
152,Male,30,San Francisco,Gold,13959.94,379,4.8,FALSE,0,Satisfied,25-08-2024,2024-08,FALSE
153,Male,27,Miami,Silver,2732.51,89,4.1,TRUE,5,Unsatisfied,11-11-2025,2025-11,FALSE
154,Female,37,Houston,Bronze,4439.94,112,3.4,FALSE,2,Neutral,20-07-2025,2025-07,FALSE
155,Female,31,New York,Gold,2473.15,104,4.6,TRUE,13,Satisfied,06-08-2025,2025-08,FALSE
156,Male,35,Los Angeles,Silver,728.72,17,4.3,FALSE,269,Neutral,01-11-2025,2025-11,TRUE
157,Female,41,Chicago,Bronze,3079.44,107,3.6,TRUE,10,Unsatisfied,05-03-2025,2025-03,FALSE
158,Male,28,San Francisco,Gold,6740.37,153,4.9,FALSE,28,Satisfied,13-05-2025,2025-05,FALSE
159,Male,32,Miami,Silver,291.5,17,3.8,TRUE,653,Unsatisfied,02-10-2024,2024-10,TRUE
160,Female,36,Houston,Bronze,1623.71,49,3.1,FALSE,382,Neutral,05-09-2024,2024-09,TRUE
161,Female,30,New York,Gold,3908.25,126,4.5,TRUE,22,Satisfied,12-07-2025,2025-07,FALSE
162,Male,33,Los Angeles,Silver,5480.88,155,4.2,FALSE,77,Satisfied,13-04-2025,2025-04,FALSE
163,Female,42,Chicago,Bronze,4060.44,107,3.5,TRUE,32,Unsatisfied,08-05-2025,2025-05,FALSE
164,Male,29,San Francisco,Gold,4782.69,123,4.7,FALSE,23,Satisfied,08-10-2025,2025-10,FALSE
165,Male,26,Miami,Silver,1042.62,27,3.9,TRUE,145,Unsatisfied,24-06-2025,2025-06,TRUE
166,Female,38,Houston,Bronze,1537.4,54,3.2,FALSE,356,Neutral,09-05-2025,2025-05,TRUE
167,Female,32,New York,Gold,7795.49,205,4.4,TRUE,11,Satisfied,16-05-2025,2025-05,FALSE
168,Male,34,Los Angeles,Silver,3008.46,105,4.1,FALSE,1,Neutral,19-01-2025,2025-01,FALSE
169,Female,43,Chicago,Bronze,1200.43,54,3.3,TRUE,398,Unsatisfied,15-08-2024,2024-08,TRUE
170,Male,30,San Francisco,Gold,7986.52,238,4.8,FALSE,5,Satisfied,07-03-2025,2025-03,FALSE
171,Male,27,Miami,Silver,3448.32,117,4,TRUE,46,Unsatisfied,03-11-2024,2024-11,FALSE
172,Female,37,Houston,Bronze,2215.89,62,3.1,FALSE,13,,15-03-2025,2025-03,FALSE
173,Female,31,New York,Gold,5403.76,137,4.5,TRUE,1,Satisfied,18-02-2026,2026-02,FALSE
174,Male,35,Los Angeles,Silver,4638.63,126,4.3,FALSE,9,Neutral,15-12-2024,2024-12,FALSE
175,Female,41,Chicago,Bronze,458.6,15,3.6,TRUE,658,Unsatisfied,27-09-2024,2024-09,TRUE
176,Male,28,San Francisco,Gold,11077.07,312,4.9,FALSE,16,Satisfied,08-12-2024,2024-12,FALSE
177,Male,32,Miami,Silver,1222.38,44,3.8,TRUE,351,Unsatisfied,09-01-2025,2025-01,TRUE
178,Female,36,Houston,Bronze,2685.13,68,3,FALSE,42,Neutral,22-07-2025,2025-07,FALSE
179,Female,30,New York,Gold,6779.83,193,4.7,TRUE,66,Satisfied,14-05-2025,2025-05,FALSE
180,Male,34,Los Angeles,Silver,3118.74,72,4,FALSE,24,Neutral,17-11-2025,2025-11,FALSE
181,Female,43,Chicago,Bronze,3161.48,89,3.3,TRUE,13,Unsatisfied,20-07-2025,2025-07,FALSE
182,Male,30,San Francisco,Gold,7556.57,232,4.8,FALSE,32,Satisfied,01-03-2025,2025-03,FALSE
183,Male,27,Miami,Silver,2043.21,59,4.1,TRUE,56,Unsatisfied,05-12-2025,2025-12,FALSE
184,Female,37,Houston,Bronze,5011.39,135,3.4,FALSE,3,Neutral,25-10-2024,2024-10,FALSE
185,Female,31,New York,Gold,10964.8,295,4.6,TRUE,6,Satisfied,26-08-2024,2024-08,FALSE
186,Male,35,Los Angeles,Silver,2787.47,87,4.3,FALSE,34,Neutral,11-09-2024,2024-09,FALSE
187,Female,41,Chicago,Bronze,1560.66,53,3.6,TRUE,25,Unsatisfied,16-09-2025,2025-09,FALSE
188,Male,28,San Francisco,Gold,7130.74,193,4.9,FALSE,13,Satisfied,14-03-2025,2025-03,FALSE
189,Male,32,Miami,Silver,3239.3,107,3.8,TRUE,108,Unsatisfied,12-10-2024,2024-10,FALSE
190,Female,36,Houston,Bronze,2589.17,58,3.1,FALSE,54,Neutral,07-04-2025,2025-04,FALSE
191,Female,30,New York,Gold,941.98,34,4.5,TRUE,635,Satisfied,08-10-2024,2024-10,TRUE
192,Male,33,Los Angeles,Silver,2862.84,92,4.2,FALSE,6,Satisfied,26-08-2025,2025-08,FALSE
193,Female,42,Chicago,Bronze,2540.6,76,3.5,TRUE,1,Unsatisfied,04-03-2025,2025-03,FALSE
194,Male,29,San Francisco,Gold,8559.35,271,4.7,FALSE,4,Satisfied,15-02-2025,2025-02,FALSE
195,Male,26,Miami,Silver,610.47,16,3.9,TRUE,518,Unsatisfied,12-01-2025,2025-01,TRUE
196,Female,38,Houston,Bronze,2782,64,3.2,FALSE,39,Neutral,15-06-2025,2025-06,FALSE
197,Female,32,New York,Gold,6445.06,212,4.4,TRUE,3,Satisfied,26-02-2025,2025-02,FALSE
198,Male,34,Los Angeles,Silver,3139.91,80,4.1,FALSE,601,Neutral,07-09-2024,2024-09,TRUE
199,Female,43,Chicago,Bronze,749.4,28,3.3,TRUE,313,Unsatisfied,06-10-2024,2024-10,TRUE
200,Male,30,San Francisco,Gold,1588.67,56,4.8,FALSE,1,Satisfied,16-06-2026,2026-06,FALSE
201,Male,27,Miami,Silver,299.95,12,4,TRUE,81,Unsatisfied,03-04-2026,2026-04,TRUE
202,Female,37,Houston,Bronze,1557.42,55,3.1,FALSE,31,Neutral,04-08-2025,2025-08,FALSE
203,Female,31,New York,Gold,6436.92,220,4.5,TRUE,5,Satisfied,05-12-2024,2024-12,FALSE
204,Male,35,Los Angeles,Silver,274.96,9,4.3,FALSE,8,Neutral,20-06-2026,2026-06,FALSE
205,Female,41,Chicago,Bronze,681.84,32,3.6,TRUE,25,Unsatisfied,23-11-2025,2025-11,FALSE
206,Male,28,San Francisco,Gold,3317.94,116,4.9,FALSE,5,Satisfied,02-08-2025,2025-08,FALSE
207,Male,32,Miami,Silver,200.81,5,3.8,TRUE,438,Unsatisfied,07-03-2025,2025-03,TRUE
208,Female,36,Houston,Bronze,2303.52,74,3,FALSE,6,Neutral,26-12-2024,2024-12,FALSE
209,Female,30,New York,Gold,6066.14,146,4.7,TRUE,414,Satisfied,23-09-2024,2024-09,TRUE
210,Male,34,Los Angeles,Silver,886.39,20,4,FALSE,15,Neutral,26-04-2026,2026-04,FALSE
211,Female,43,Chicago,Bronze,690.04,28,3.3,TRUE,292,Unsatisfied,15-03-2025,2025-03,TRUE
212,Male,30,San Francisco,Gold,7289.25,235,4.8,FALSE,21,Satisfied,27-11-2024,2024-11,FALSE
213,Male,27,Miami,Silver,2230.27,68,4.1,TRUE,8,Unsatisfied,05-01-2025,2025-01,FALSE
214,Female,37,Houston,Bronze,1062.99,38,3.4,FALSE,309,Neutral,22-05-2025,2025-05,TRUE
215,Female,31,New York,Gold,9398,275,4.6,TRUE,43,Satisfied,01-11-2024,2024-11,FALSE
216,Male,35,Los Angeles,Silver,3809.81,118,4.3,FALSE,5,Neutral,05-02-2026,2026-02,FALSE
217,Female,41,Chicago,Bronze,2547.07,84,3.6,TRUE,27,Unsatisfied,22-10-2025,2025-10,FALSE
218,Male,28,San Francisco,Gold,2641.43,53,4.9,FALSE,2,Satisfied,09-08-2025,2025-08,FALSE
219,Male,32,Miami,Silver,3365.13,115,3.8,TRUE,51,Unsatisfied,16-03-2025,2025-03,FALSE
220,Female,36,Houston,Bronze,3055.1,85,3.1,FALSE,14,Neutral,27-06-2025,2025-06,FALSE
221,Female,30,New York,Gold,3761.41,130,4.5,TRUE,145,Satisfied,07-06-2025,2025-06,TRUE
222,Male,33,Los Angeles,Silver,892.13,17,4.2,FALSE,321,Satisfied,04-07-2025,2025-07,TRUE
223,Female,42,Chicago,Bronze,6115.71,129,3.5,TRUE,196,Unsatisfied,02-09-2024,2024-09,TRUE
224,Male,29,San Francisco,Gold,3490.47,102,4.7,FALSE,23,Satisfied,23-03-2025,2025-03,FALSE
225,Male,26,Miami,Silver,3512.13,122,3.9,TRUE,3,Unsatisfied,12-08-2024,2024-08,FALSE
226,Female,38,Houston,Bronze,909.57,33,3.2,FALSE,123,Neutral,26-04-2025,2025-04,TRUE
227,Female,32,New York,Gold,9019.67,265,4.4,TRUE,1,Satisfied,20-01-2025,2025-01,FALSE
228,Male,34,Los Angeles,Silver,1089.19,24,4.1,FALSE,482,Neutral,07-10-2024,2024-10,TRUE
229,Female,43,Chicago,Bronze,2114,49,3.3,TRUE,482,Unsatisfied,10-09-2024,2024-09,TRUE
230,Male,30,San Francisco,Gold,5270.68,173,4.8,FALSE,40,Satisfied,25-06-2025,2025-06,FALSE
231,Male,27,Miami,Silver,6192.94,192,4,TRUE,7,Unsatisfied,10-10-2024,2024-10,FALSE
232,Female,37,Houston,Bronze,207.95,5,3.1,FALSE,75,Neutral,14-05-2026,2026-05,TRUE
233,Female,31,New York,Gold,7733.48,228,4.5,TRUE,3,Satisfied,18-06-2025,2025-06,FALSE
234,Male,35,Los Angeles,Silver,4495.49,129,4.3,FALSE,138,Neutral,21-01-2025,2025-01,TRUE
235,Female,41,Chicago,Bronze,2852.19,82,3.6,TRUE,127,Unsatisfied,06-06-2025,2025-06,TRUE
236,Male,28,San Francisco,Gold,9871.98,286,4.9,FALSE,24,Satisfied,11-08-2024,2024-08,FALSE
237,Male,32,Miami,Silver,1192.27,35,3.8,TRUE,7,Unsatisfied,06-06-2026,2026-06,FALSE
238,Female,36,Houston,Bronze,3588.89,118,3,FALSE,34,Neutral,19-04-2025,2025-04,FALSE
239,Female,30,New York,Gold,4412.22,144,4.7,TRUE,3,Satisfied,04-11-2025,2025-11,FALSE
240,Male,34,Los Angeles,Silver,4766.11,128,4,FALSE,39,Neutral,19-09-2024,2024-09,FALSE
241,Female,43,Chicago,Bronze,2042.67,58,3.3,TRUE,308,Unsatisfied,07-04-2025,2025-04,TRUE
242,Male,30,San Francisco,Gold,1487.01,53,4.8,FALSE,378,Satisfied,07-04-2025,2025-04,TRUE
243,Male,27,Miami,Silver,1385.23,35,4.1,TRUE,16,Unsatisfied,25-05-2026,2026-05,FALSE
244,Female,37,Houston,Bronze,1760.53,48,3.4,FALSE,47,,23-05-2025,2025-05,FALSE
245,Female,31,New York,Gold,4159.09,119,4.5,TRUE,19,Satisfied,03-04-2025,2025-04,FALSE
246,Male,35,Los Angeles,Silver,3744.07,91,4.3,FALSE,27,Neutral,14-12-2024,2024-12,FALSE
247,Female,41,Chicago,Bronze,2945.84,92,3.6,TRUE,9,Unsatisfied,18-01-2025,2025-01,FALSE
248,Male,28,San Francisco,Gold,3430.34,118,4.9,FALSE,25,Satisfied,24-04-2025,2025-04,FALSE
249,Male,32,Miami,Silver,126.55,8,3.8,TRUE,501,Unsatisfied,14-03-2025,2025-03,TRUE
250,Female,36,Houston,Bronze,5162.98,147,3,FALSE,72,Neutral,19-08-2024,2024-08,FALSE
251,Female,30,New York,Gold,2997.17,75,4.7,TRUE,10,Satisfied,23-01-2026,2026-01,FALSE
252,Male,34,Los Angeles,Silver,1128.22,20,4,FALSE,9,Neutral,09-03-2026,2026-03,FALSE
253,Female,43,Chicago,Bronze,2400.63,78,3.3,TRUE,465,Unsatisfied,04-10-2024,2024-10,TRUE
254,Male,30,San Francisco,Gold,3192.85,102,4.8,FALSE,193,Satisfied,21-05-2025,2025-05,TRUE
255,Male,27,Miami,Silver,3680.71,97,4.1,TRUE,468,Unsatisfied,18-09-2024,2024-09,TRUE
256,Female,37,Houston,Bronze,2492.92,66,3.4,FALSE,15,Neutral,27-07-2025,2025-07,FALSE
257,Female,31,New York,Gold,2144.92,53,4.6,TRUE,491,Satisfied,24-12-2024,2024-12,TRUE
258,Male,35,Los Angeles,Silver,1712.25,57,4.3,FALSE,20,Neutral,23-07-2025,2025-07,FALSE
259,Female,41,Chicago,Bronze,1177.5,32,3.6,TRUE,219,Unsatisfied,11-09-2025,2025-09,TRUE
260,Male,28,San Francisco,Gold,4576.31,119,4.9,FALSE,31,Satisfied,22-10-2025,2025-10,FALSE
261,Male,32,Miami,Silver,3448.04,109,3.8,TRUE,159,Unsatisfied,23-09-2024,2024-09,FALSE
262,Female,36,Houston,Bronze,994.69,21,3.1,FALSE,72,Neutral,07-04-2026,2026-04,TRUE
263,Female,30,New York,Gold,9267.5,294,4.5,TRUE,10,Satisfied,09-11-2024,2024-11,FALSE
264,Male,33,Los Angeles,Silver,5766.7,176,4.2,FALSE,10,Satisfied,02-08-2024,2024-08,FALSE
265,Female,42,Chicago,Bronze,1184.63,40,3.5,TRUE,227,Unsatisfied,22-05-2025,2025-05,TRUE
266,Male,29,San Francisco,Gold,9547.91,262,4.7,FALSE,11,Satisfied,17-02-2025,2025-02,FALSE
267,Male,26,Miami,Silver,1519.77,37,3.9,TRUE,67,Unsatisfied,20-01-2026,2026-01,TRUE
268,Female,38,Houston,Bronze,1333.31,40,3.2,FALSE,97,Neutral,11-12-2025,2025-12,TRUE
269,Female,32,New York,Gold,5832.04,189,4.4,TRUE,51,Satisfied,17-01-2025,2025-01,FALSE
270,Male,34,Los Angeles,Silver,575.19,19,4.1,FALSE,44,Neutral,14-06-2026,2026-06,FALSE
271,Female,43,Chicago,Bronze,3116.82,85,3.3,TRUE,101,Unsatisfied,05-01-2025,2025-01,FALSE
272,Male,30,San Francisco,Gold,5382.98,166,4.8,FALSE,83,Satisfied,07-04-2025,2025-04,FALSE
273,Male,27,Miami,Silver,7559.63,253,4,TRUE,8,Unsatisfied,21-12-2024,2024-12,FALSE
274,Female,37,Houston,Bronze,898.62,28,3.4,FALSE,16,Neutral,23-05-2026,2026-05,FALSE
275,Female,31,New York,Gold,10053.45,292,4.5,TRUE,29,Satisfied,01-10-2024,2024-10,FALSE
276,Male,35,Los Angeles,Silver,6085.15,175,4.3,FALSE,16,Neutral,09-08-2024,2024-08,FALSE
277,Female,41,Chicago,Bronze,1336.86,39,3.6,TRUE,401,Unsatisfied,03-03-2025,2025-03,TRUE
278,Male,28,San Francisco,Gold,397.35,16,4.9,FALSE,8,Satisfied,06-07-2026,2026-07,FALSE
279,Male,32,Miami,Silver,1731.47,62,3.8,TRUE,9,Unsatisfied,16-03-2026,2026-03,FALSE
280,Female,36,Houston,Bronze,1039.23,22,3,FALSE,47,Neutral,07-10-2025,2025-10,FALSE
281,Female,30,New York,Gold,1445.04,48,4.7,TRUE,28,Satisfied,22-03-2026,2026-03,FALSE
282,Male,34,Los Angeles,Silver,1771.25,47,4,FALSE,15,Neutral,03-03-2026,2026-03,FALSE
283,Female,43,Chicago,Bronze,1951.13,64,3.3,TRUE,0,Unsatisfied,11-04-2025,2025-04,FALSE
284,Male,30,San Francisco,Gold,9843.41,245,4.8,FALSE,4,Satisfied,18-01-2025,2025-01,FALSE
285,Male,27,Miami,Silver,2726.5,64,4.1,TRUE,69,Unsatisfied,08-11-2025,2025-11,TRUE
286,Female,37,Houston,Bronze,1746.88,52,3.4,FALSE,64,Neutral,16-07-2025,2025-07,TRUE
287,Female,31,New York,Gold,2199.74,71,4.5,TRUE,49,Satisfied,27-02-2025,2025-02,FALSE
288,Male,35,Los Angeles,Silver,5414.77,154,4.3,FALSE,21,Neutral,07-09-2024,2024-09,FALSE
289,Female,41,Chicago,Bronze,302.8,5,3.6,TRUE,287,Unsatisfied,14-10-2025,2025-10,TRUE
290,Male,28,San Francisco,Gold,9507.68,283,4.9,FALSE,17,Satisfied,14-12-2024,2024-12,FALSE
291,Male,32,Miami,Silver,844.25,23,3.8,TRUE,36,Unsatisfied,04-05-2026,2026-05,FALSE
292,Female,36,Houston,Bronze,1810.38,64,3.1,FALSE,10,Neutral,19-12-2024,2024-12,FALSE
293,Female,30,New York,Gold,8295.72,282,4.5,TRUE,31,Satisfied,21-10-2024,2024-10,FALSE
294,Male,33,Los Angeles,Silver,704.38,36,4.2,FALSE,82,Satisfied,18-01-2026,2026-01,FALSE
295,Female,42,Chicago,Bronze,3932.47,114,3.5,TRUE,16,Unsatisfied,04-10-2024,2024-10,FALSE
296,Male,29,San Francisco,Gold,4171.78,141,4.7,FALSE,252,Satisfied,18-11-2024,2024-11,TRUE
297,Male,26,Miami,Silver,205.09,10,3.9,TRUE,413,Unsatisfied,10-06-2025,2025-06,TRUE
298,Female,38,Houston,Bronze,459.49,20,3.2,FALSE,38,Neutral,17-03-2026,2026-03,FALSE
299,Female,32,New York,Gold,11820.54,355,4.4,TRUE,7,Satisfied,24-11-2024,2024-11,FALSE
300,Male,34,Los Angeles,Silver,5620.21,157,4.1,FALSE,26,Neutral,23-01-2025,2025-01,FALSE
301,Male,36,San Francisco,Gold,2498.74,48,4.6,FALSE,188,Satisfied,11-11-2025,2025-11,TRUE
302,Female,29,Miami,Silver,173.92,12,4,TRUE,22,Unsatisfied,16-06-2026,2026-06,FALSE
303,Female,35,Houston,Bronze,5341.98,141,3.3,FALSE,2,Neutral,08-04-2025,2025-04,FALSE
304,Male,31,New York,Gold,6493.81,206,4.8,TRUE,18,Satisfied,08-10-2024,2024-10,FALSE
305,Male,27,Los Angeles,Silver,3605.97,115,4.2,FALSE,22,Neutral,19-08-2024,2024-08,FALSE
306,Female,42,Chicago,Bronze,1420.17,42,3.5,TRUE,326,Unsatisfied,19-11-2024,2024-11,TRUE
307,Male,29,San Francisco,Gold,7192.98,225,4.7,FALSE,20,Satisfied,12-10-2024,2024-10,FALSE
308,Male,26,Miami,Silver,2534.47,77,3.9,TRUE,131,Unsatisfied,16-07-2025,2025-07,FALSE
309,Female,38,Houston,Bronze,4395.33,129,3.2,FALSE,10,Neutral,21-10-2024,2024-10,FALSE
310,Female,32,New York,Gold,7570.33,249,4.5,TRUE,18,Satisfied,07-04-2025,2025-04,FALSE
311,Male,34,Los Angeles,Silver,3619.53,83,4,FALSE,5,Neutral,18-07-2025,2025-07,FALSE
312,Female,43,Chicago,Bronze,1858.04,62,3.3,TRUE,180,Unsatisfied,10-06-2025,2025-06,TRUE
313,Male,30,San Francisco,Gold,11380.88,303,4.8,FALSE,13,Satisfied,05-11-2024,2024-11,FALSE
314,Male,27,Miami,Silver,1107.71,30,4.1,TRUE,19,Unsatisfied,05-12-2025,2025-12,FALSE
315,Female,37,Houston,Bronze,1839.71,59,3.4,FALSE,4,Neutral,14-08-2025,2025-08,FALSE
316,Female,31,New York,Gold,2051.81,74,4.5,TRUE,65,Satisfied,02-09-2025,2025-09,TRUE
317,Male,35,Los Angeles,Silver,2937.16,91,4.3,FALSE,70,Neutral,05-10-2024,2024-10,FALSE
318,Female,41,Chicago,Bronze,3521.08,90,3.6,TRUE,4,Unsatisfied,12-10-2024,2024-10,FALSE
319,Male,28,San Francisco,Gold,1032.56,34,4.9,FALSE,28,Satisfied,21-05-2026,2026-05,FALSE
320,Male,32,Miami,Silver,1025.15,34,3.8,TRUE,475,Unsatisfied,01-02-2025,2025-02,TRUE
321,Female,36,Houston,Bronze,3547.71,105,3,FALSE,52,Neutral,17-01-2025,2025-01,FALSE
322,Female,30,New York,Gold,4836.01,143,4.7,TRUE,14,Satisfied,07-04-2025,2025-04,FALSE
323,Male,34,Los Angeles,Silver,4483.85,151,4,FALSE,46,Neutral,15-07-2025,2025-07,FALSE
324,Female,43,Chicago,Bronze,345.74,11,3.3,TRUE,35,Unsatisfied,23-06-2026,2026-06,FALSE
325,Male,30,San Francisco,Gold,11723.94,283,4.8,FALSE,26,Satisfied,26-12-2024,2024-12,FALSE
326,Male,27,Miami,Silver,700.26,23,4.1,TRUE,18,Unsatisfied,16-05-2026,2026-05,FALSE
327,Female,37,Houston,Bronze,2273.04,84,3.4,FALSE,17,Neutral,07-08-2024,2024-08,FALSE
328,Female,31,New York,Gold,8570.2,236,4.5,TRUE,72,Satisfied,09-05-2025,2025-05,FALSE
329,Male,35,Los Angeles,Silver,4188.34,100,4.3,FALSE,21,Neutral,03-06-2025,2025-06,FALSE
330,Female,41,Chicago,Bronze,2127.11,64,3.6,TRUE,351,Unsatisfied,02-09-2024,2024-09,TRUE
331,Male,28,San Francisco,Gold,13015.57,333,4.9,FALSE,7,Satisfied,02-10-2024,2024-10,FALSE
332,Male,32,Miami,Silver,3157.38,97,3.8,TRUE,25,Unsatisfied,24-03-2025,2025-03,FALSE
333,Female,36,Houston,Bronze,466.54,20,3.1,FALSE,37,Neutral,13-06-2026,2026-06,FALSE
334,Female,30,New York,Gold,4313.5,138,4.5,TRUE,26,Satisfied,17-06-2025,2025-06,FALSE
335,Male,33,Los Angeles,Silver,1238.49,34,4.2,FALSE,41,Satisfied,18-05-2026,2026-05,FALSE
336,Female,42,Chicago,Bronze,1526.12,33,3.5,TRUE,192,Unsatisfied,19-12-2025,2025-12,TRUE
337,Male,29,San Francisco,Gold,4186.39,153,4.7,FALSE,191,Satisfied,25-04-2025,2025-04,TRUE
338,Male,26,Miami,Silver,623.36,19,3.9,TRUE,251,Unsatisfied,19-11-2025,2025-11,TRUE
339,Female,38,Houston,Bronze,5163.3,125,3.2,FALSE,10,Neutral,13-08-2024,2024-08,FALSE
340,Female,32,New York,Gold,7705.22,244,4.4,TRUE,7,Satisfied,06-09-2024,2024-09,FALSE
341,Male,34,Los Angeles,Silver,1175.98,44,4.1,FALSE,12,Neutral,17-01-2026,2026-01,FALSE
342,Female,43,Chicago,Bronze,1479.27,57,3.3,TRUE,27,Unsatisfied,05-11-2025,2025-11,FALSE
